feature_0,feature_1,feature_2
0.4565694007019141,1.5822813910841753,0.24495607914741815
0.3481012418205157,0.9617367042687806,-0.9987009214906672
-0.7624542517758583,-1.4642199031601886,-1.3759724440235213
0.19795825456699026,-0.07605895861392543,-1.1877347314861317
-0.24790799549772513,-0.3765064465382454,-1.5779895789485054
1.018316812831854,0.5986934855123991,-3.266034548098152
-0.9696247005381156,-1.9363055271771792,-1.5977545953128467
0.3050389385231645,0.4799088259368892,0.661852621691647
-1.1767835116083365,0.1550920721995935,1.9715036278678841
0.9922118000103729,0.18537728130893402,-0.15359504993618528
-0.19539891727846612,-1.242190866973102,0.01390675538451707
0.35319008076268765,-1.3745255041397828,0.2131920794071246
-0.4381407220249076,-0.6766008845970933,0.8503587560792316
-0.2076775979855967,-0.3236311616096387,-0.04752066226503551
-0.9070267782603361,0.8957949472774109,0.8059553806813778
-0.5992350711571954,0.7320119330324885,-0.7541206408508129
0.7452822547204749,-1.253453412008562,0.0920701254922692
1.0474390447001565,2.160824563020029,0.5693457713592454
0.26189912935980014,0.5648943569326604,0.03427750620660661
-1.00527144934092,1.4223921742974783,0.04156558043125934
1.261505381847828,1.4513431624561242,0.7295459695577732
-0.20783146257795962,0.1027922318942038,-2.153159374301843
-0.05976702183368045,-1.2742697985157097,-0.10467341136085023
0.8893632662846095,1.541210572214398,0.4160842715880454
0.19538857827975445,-0.08016813367043565,-0.5277171490847894
-2.053166179988758,1.4051239187937574,0.010338756510572525
-1.028249012542551,-0.1643871049410698,-1.4780408645732668
0.1527223529366906,-1.219088596589984,-1.3806108018225378
-0.06684574265912982,-0.5326459535438939,-0.8303030885435424
0.34318618274909835,0.3274543587652148,-1.0623707954363077
-0.6449470362167367,-0.46117025237486087,1.0736846986910993
-2.0358383711881256,0.24384556529956533,1.714394018857926
0.4390574831976105,-0.40007533427276804,-1.207671908956319
0.5489561934801095,0.42512146006562906,0.6548042639311431
-1.5288706586047862,-0.7217953818080154,0.2142708778248252
-0.9379687169121266,0.017694615613716973,0.13134335690570764
-0.4601444306785524,-1.30126160436526,0.9150457143456734
-1.5222036679879807,-1.2321021606955325,-0.004496610653206898
-1.1460393005433083,0.693340886325106,-1.8681968552906463
0.7291141517053605,1.1903196759774626,-0.41348046614031386
1.0854678422537603,0.5388024732617466,1.025689440581869
-0.47413558095788416,-0.9252491054175476,0.8888189853437374
1.1759641353058978,-0.30939164640851774,-0.38809994699325034
2.3364982293637744,0.23281907444653652,-1.18194966864397
-0.2875051751970776,-0.8627547008469101,-0.27071603620613016
-0.2408339719578894,0.22344391134916236,0.7436613679243576
0.7935869481426712,0.17814452546430057,0.6844550960598905
-1.960165769961549,-1.0484753676149994,-0.7783763030940098
0.7799037158885,1.09248812232118,-0.6836427322951627
0.38377835301354585,-2.0212805193109684,-0.8398269939217452
-0.11930980773498263,1.1671628437723278,1.7979744397012845
0.238240339991162,-0.229237471457908,1.2902810694532707
0.33471816514682623,1.3723569703742518,-0.1439116901993619
-0.4306587503494045,-1.3509945670672265,0.07408992489058368
1.8409334142150577,-0.2350277170776541,-0.3022917251825082
0.5219780563582074,1.2186992172084403,0.49680351644781384
-0.18161372496249129,0.17884600948034968,0.8722939666169848
-0.9496232811364302,-0.7770403639622858,0.3225542014855562
-1.436693032796495,0.2496347947712055,1.1136033683832043
0.33826930828385804,-1.043226318555729,-0.9182691887930083
0.10440792659337336,-1.2780963876649098,-0.3726953483064654
0.5471990445031183,0.3450526731853905,0.18197834584163516
-1.5563065244017065,-0.8875802221639782,1.6676805207198617
0.7111670686791727,0.09703849747956106,0.7870049246173988
-1.0351073360007055,-0.5688798741706257,-0.5879043962880939
-0.22167639092804273,1.9663383728478805,0.2113090512435752
